uid,profile,anime_uid,rating,scores
153379,Quan_,14813,7,"{'Overall': '7', 'Story': '6', 'Animation': '6', 'Sound': '6', 'Character': '8', 'Enjoyment': '8'}"
195811,sushiisawesome,14813,8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '7', 'Character': '9', 'Enjoyment': '10'}"
102991,lkevsan,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
127541,steinsotaku,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '9', 'Character': '7', 'Enjoyment': '10'}"
100309,gensou911,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '7', 'Character': '10', 'Enjoyment': '10'}"
187176,TRoweses,14813,7,"{'Overall': '7', 'Story': '6', 'Animation': '5', 'Sound': '6', 'Character': '10', 'Enjoyment': '7'}"
239235,BadAshley,32615,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '7', 'Character': '7', 'Enjoyment': '7'}"
285401,eggdonut,32615,8,"{'Overall': '8', 'Story': '9', 'Animation': '9', 'Sound': '10', 'Character': '9', 'Enjoyment': '8'}"
255888,Aristophanes,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
241504,Jawker,32615,8,"{'Overall': '8', 'Story': '7', 'Animation': '8', 'Sound': '8', 'Character': '7', 'Enjoyment': '9'}"
289336,knetka,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}"
244168,MoeBlargus,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
244265,Leegf,32615,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '6', 'Character': '7', 'Enjoyment': '7'}"
244278,Firebolt13,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
244859,SirloinDrop,32615,5,"{'Overall': '5', 'Story': '4', 'Animation': '6', 'Sound': '7', 'Character': '3', 'Enjoyment': '5'}"
293064,Woeppa,32615,5,"{'Overall': '5', 'Story': '8', 'Animation': '5', 'Sound': '4', 'Character': '2', 'Enjoyment': '4'}"
262615,anand891996,32615,9,"{'Overall': '9', 'Story': '7', 'Animation': '8', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
265088,dv8zen,32615,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '8'}"
301146,Incarcity,32615,9,"{'Overall': '9', 'Story': '7', 'Animation': '9', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
302076,AW_AnimeList,32615,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '10', 'Character': '7', 'Enjoyment': '10'}"
186756,T_J_K,14813,7,"{'Overall': '7', 'Story': '6', 'Animation': '7', 'Sound': '8', 'Character': '6', 'Enjoyment': '8'}"
269273,Showatt,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
291593,MatsuiSushi,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '7', 'Sound': '7', 'Character': '10', 'Enjoyment': '9'}"
324443,Takume,14813,10,"{'Overall': '10', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
325624,Mr_Chosen_One,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
114329,Thanh-kun,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '7', 'Sound': '6', 'Character': '10', 'Enjoyment': '10'}"
191723,Bernstein,14813,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '7', 'Character': '8', 'Enjoyment': '8'}"
135377,Aerialspace,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
221308,Hana22,14813,1,"{'Overall': '1', 'Story': '1', 'Animation': '9', 'Sound': '1', 'Character': '2', 'Enjoyment': '1'}"
187173,Izucchi,14813,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '7', 'Character': '10', 'Enjoyment': '10'}"
104603,TMC2014,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '10', 'Sound': '10', 'Character': '8', 'Enjoyment': '10'}"
101911,cptngarlock,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '7', 'Sound': '6', 'Character': '10', 'Enjoyment': '10'}"
190870,br0kenphantasy,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '8', 'Sound': '7', 'Character': '10', 'Enjoyment': '9'}"
188841,VaasMontenegro,14813,8,"{'Overall': '8', 'Story': '8', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '10'}"
109629,Deadlightanime,14813,8,"{'Overall': '8', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
164545,otherday,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
157845,TokyoSanchez,14813,8,"{'Overall': '8', 'Story': '8', 'Animation': '6', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
188085,SpinDoctor,14813,10,"{'Overall': '10', 'Story': '9', 'Animation': '8', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
152421,GoodLuck,14813,9,"{'Overall': '9', 'Story': '10', 'Animation': '7', 'Sound': '8', 'Character': '8', 'Enjoyment': '9'}"
307378,SassyRiolu,14813,8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '6', 'Character': '10', 'Enjoyment': '10'}"
245564,No____,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '10', 'Character': '10', 'Enjoyment': '9'}"
246381,Seichiroku,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
252054,SadPocky,28725,7,"{'Overall': '7', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '3'}"
255728,XaiKun,28725,9,"{'Overall': '9', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '8'}"
258794,Bkeiper83,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
275390,happybunny561,28725,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '7', 'Character': '8', 'Enjoyment': '7'}"
229963,NorahBright,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '7'}"
271054,JeremiahOrange,32615,9,"{'Overall': '9', 'Story': '8', 'Animation': '7', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
252877,the_kas,32615,7,"{'Overall': '7', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
308547,Baileyjrob,32615,2,"{'Overall': '2', 'Story': '1', 'Animation': '2', 'Sound': '6', 'Character': '1', 'Enjoyment': '1'}"
254537,Der_Reichter,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
312703,DoomRanger,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '10', 'Character': '8', 'Enjoyment': '10'}"
244156,Eanki,32615,6,"{'Overall': '6', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
279695,IvanLeandro,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
280214,kotatsuneko123,32615,10,"{'Overall': '10', 'Story': '9', 'Animation': '10', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
317146,InfinityNo0b,32615,6,"{'Overall': '6', 'Story': '4', 'Animation': '8', 'Sound': '9', 'Character': '5', 'Enjoyment': '6'}"
318894,SgtSalamander,32615,7,"{'Overall': '7', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '7', 'Enjoyment': '7'}"
247609,Artrill,32615,6,"{'Overall': '6', 'Story': '6', 'Animation': '7', 'Sound': '9', 'Character': '6', 'Enjoyment': '7'}"
322808,ChrisDuong,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
240578,Polaeris,32615,6,"{'Overall': '6', 'Story': '6', 'Animation': '3', 'Sound': '8', 'Character': '5', 'Enjoyment': '6'}"
241954,KingHarkinian,32615,7,"{'Overall': '7', 'Story': '3', 'Animation': '7', 'Sound': '8', 'Character': '7', 'Enjoyment': '9'}"
243192,Immortalbear,32615,4,"{'Overall': '4', 'Story': '3', 'Animation': '3', 'Sound': '8', 'Character': '3', 'Enjoyment': '3'}"
271389,Tsugan,32615,9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '8', 'Character': '9', 'Enjoyment': '8'}"
272644,Lionnugget,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '7', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}"
190382,Black_Butterfly,14813,8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '8', 'Character': '9', 'Enjoyment': '8'}"
185408,whatxiuwant,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
178463,AbsarNaeem,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '10'}"
102775,AnchientProphet2,14813,6,"{'Overall': '6', 'Story': '5', 'Animation': '8', 'Sound': '7', 'Character': '5', 'Enjoyment': '6'}"
170271,Percipient,14813,9,"{'Overall': '9', 'Story': '7', 'Animation': '10', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
113023,LaughingSorrow,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
150905,4Tifier,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
194697,SovietPsycho,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
194596,HabitPlays,14813,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
97373,nishi_san,14813,6,"{'Overall': '6', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
102811,Baddie007,14813,7,"{'Overall': '7', 'Story': '7', 'Animation': '5', 'Sound': '6', 'Character': '7', 'Enjoyment': '7'}"
128731,trillshit,14813,6,"{'Overall': '6', 'Story': '6', 'Animation': '7', 'Sound': '6', 'Character': '7', 'Enjoyment': '6'}"
137045,JoyousAnime,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '7', 'Sound': '8', 'Character': '9', 'Enjoyment': '9'}"
195318,Avs,14813,6,"{'Overall': '6', 'Story': '6', 'Animation': '8', 'Sound': '7', 'Character': '6', 'Enjoyment': '7'}"
192367,NixKaen,14813,9,"{'Overall': '9', 'Story': '10', 'Animation': '7', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
102353,yogotah,14813,8,"{'Overall': '8', 'Story': '6', 'Animation': '6', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
105379,pakin,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '7', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}"
153205,amateur,14813,5,"{'Overall': '5', 'Story': '4', 'Animation': '6', 'Sound': '6', 'Character': '3', 'Enjoyment': '3'}"
101985,MentalSyndrome,14813,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
231762,SyntaxMishe,28725,8,"{'Overall': '8', 'Story': '8', 'Animation': '9', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}"
235385,deSirius,28725,6,"{'Overall': '6', 'Story': '7', 'Animation': '8', 'Sound': '9', 'Character': '5', 'Enjoyment': '6'}"
214898,JasonFromAnime,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
284684,sashimine,28725,7,"{'Overall': '7', 'Story': '8', 'Animation': '7', 'Sound': '9', 'Character': '7', 'Enjoyment': '7'}"
241456,2Screw,28725,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '7', 'Character': '6', 'Enjoyment': '4'}"
242391,Duebrick,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
242933,classically-kat,28725,7,"{'Overall': '7', 'Story': '6', 'Animation': '8', 'Sound': '8', 'Character': '5', 'Enjoyment': '7'}"
289730,mrbeckham09,28725,9,"{'Overall': '9', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
289752,animeetche,28725,7,"{'Overall': '7', 'Story': '8', 'Animation': '7', 'Sound': '7', 'Character': '7', 'Enjoyment': '8'}"
244147,bjornicles,28725,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
295236,BabyGirl06301,28725,8,"{'Overall': '8', 'Story': '9', 'Animation': '8', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
249219,Hiriko_Lost,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '10', 'Character': '10', 'Enjoyment': '9'}"
302007,IchukaSasa,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '10', 'Sound': '8', 'Character': '8', 'Enjoyment': '10'}"
306097,BlueEmbers,28725,6,"{'Overall': '6', 'Story': '7', 'Animation': '9', 'Sound': '6', 'Character': '6', 'Enjoyment': '5'}"
300042,Nyamo-sama,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
260273,ronie91,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
302596,likejagger5,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
278689,nokinoks,32615,8,"{'Overall': '8', 'Story': '7', 'Animation': '8', 'Sound': '7', 'Character': '7', 'Enjoyment': '9'}"
264497,Injenss,32615,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
309416,Qzhuo,32615,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '10'}"
240157,Finite7,32615,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '9'}"
279116,Kirvan,32615,9,"{'Overall': '9', 'Story': '7', 'Animation': '9', 'Sound': '8', 'Character': '9', 'Enjoyment': '9'}"
309598,ItIsIDio,32615,7,"{'Overall': '7', 'Story': '6', 'Animation': '7', 'Sound': '6', 'Character': '8', 'Enjoyment': '7'}"
240585,MikeLeko,32615,8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '10', 'Character': '8', 'Enjoyment': '7'}"
265753,ktulu007,32615,6,"{'Overall': '6', 'Story': '6', 'Animation': '7', 'Sound': '5', 'Character': '6', 'Enjoyment': '6'}"
241495,HikiNEET021,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
286070,Its-Maki-kun,32615,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
318013,PJFrEe,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '9'}"
258235,jessicoooooooo,32615,2,"{'Overall': '2', 'Story': '2', 'Animation': '4', 'Sound': '1', 'Character': '1', 'Enjoyment': '2'}"
244127,Valenthyne,32615,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '7', 'Character': '8', 'Enjoyment': '8'}"
239411,SHivayogimaTH,32615,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '8'}"
322727,SleepySRH,32615,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
103139,StickyWizard,14813,8,"{'Overall': '8', 'Story': '7', 'Animation': '8', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
182388,Urbanophiler,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
141605,henderson1147,14813,9,"{'Overall': '9', 'Story': '7', 'Animation': '7', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
101045,Reaper71,14813,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '7', 'Character': '9', 'Enjoyment': '8'}"
168627,alchemist111,14813,10,"{'Overall': '10', 'Story': '9', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
187190,AnimeAlex5,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
315227,AgentBishop,14813,1,"{'Overall': '1', 'Story': '1', 'Animation': '2', 'Sound': '1', 'Character': '1', 'Enjoyment': '2'}"
102603,BushiBooz,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
174181,Deiger,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '7', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
103055,Shaythekid,14813,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
140977,VelocityWaffles,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
183015,_Aisu,14813,6,"{'Overall': '6', 'Story': '5', 'Animation': '5', 'Sound': '6', 'Character': '8', 'Enjoyment': '7'}"
309652,GianisSenpai,14813,7,"{'Overall': '7', 'Story': '7', 'Animation': '5', 'Sound': '5', 'Character': '8', 'Enjoyment': '8'}"
155975,GriffithIsRight,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '7', 'Character': '10', 'Enjoyment': '10'}"
121167,leadzeppelin,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
185378,CrazyDude9,14813,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '8', 'Enjoyment': '10'}"
189394,czxcjx,14813,9,"{'Overall': '9', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
101657,SamuraiSnap,14813,9,"{'Overall': '9', 'Story': '8', 'Animation': '7', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
303964,Kistelggw,35790,3,"{'Overall': '3', 'Story': '2', 'Animation': '4', 'Sound': '7', 'Character': '1', 'Enjoyment': '1'}"
301576,Elfezen,35790,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
311377,Stark700,35790,4,"{'Overall': '4', 'Story': '4', 'Animation': '5', 'Sound': '4', 'Character': '4', 'Enjoyment': '5'}"
163559,Redkrimson,14813,8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '7', 'Character': '10', 'Enjoyment': '10'}"
301578,kiriitsugu,35790,10,"{'Overall': '10', 'Story': '10', 'Animation': '7', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
304960,literaturenerd,35790,4,"{'Overall': '4', 'Story': '4', 'Animation': '4', 'Sound': '4', 'Character': '4', 'Enjoyment': '4'}"
303255,Somz,35790,1,"{'Overall': '1', 'Story': '1', 'Animation': '8', 'Sound': '6', 'Character': '1', 'Enjoyment': '2'}"
302058,The_Walker,35790,10,"{'Overall': '10', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
302308,Kadano,35790,2,"{'Overall': '2', 'Story': '2', 'Animation': '4', 'Sound': '3', 'Character': '1', 'Enjoyment': '2'}"
311405,AndoCommando,35790,4,"{'Overall': '4', 'Story': '3', 'Animation': '5', 'Sound': '6', 'Character': '3', 'Enjoyment': '5'}"
301804,BlackIndigo,35790,3,"{'Overall': '3', 'Story': '2', 'Animation': '7', 'Sound': '7', 'Character': '2', 'Enjoyment': '1'}"
302331,infinite_Fiend,35790,2,"{'Overall': '2', 'Story': '2', 'Animation': '2', 'Sound': '2', 'Character': '2', 'Enjoyment': '2'}"
311373,papsoshea,35790,3,"{'Overall': '3', 'Story': '1', 'Animation': '5', 'Sound': '5', 'Character': '1', 'Enjoyment': '2'}"
301580,ZeromaxAnima,35790,2,"{'Overall': '2', 'Story': '1', 'Animation': '7', 'Sound': '6', 'Character': '1', 'Enjoyment': '3'}"
311378,Karhu,35790,7,"{'Overall': '7', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
301572,Drokster,35790,9,"{'Overall': '9', 'Story': '7', 'Animation': '8', 'Sound': '9', 'Character': '8', 'Enjoyment': '10'}"
301574,Johan_Liebert_,35790,8,"{'Overall': '8', 'Story': '7', 'Animation': '8', 'Sound': '6', 'Character': '8', 'Enjoyment': '10'}"
311379,XHellLyterX,35790,7,"{'Overall': '7', 'Story': '7', 'Animation': '6', 'Sound': '7', 'Character': '7', 'Enjoyment': '8'}"
311380,RebelPanda,35790,3,"{'Overall': '3', 'Story': '3', 'Animation': '4', 'Sound': '5', 'Character': '3', 'Enjoyment': '3'}"
311383,Veronin,35790,5,"{'Overall': '5', 'Story': '4', 'Animation': '6', 'Sound': '6', 'Character': '4', 'Enjoyment': '5'}"
301563,Eanki,35790,4,"{'Overall': '4', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
276672,Tirta_Firdaus,16049,8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '7', 'Character': '9', 'Enjoyment': '8'}"
315875,RayReynolds,16049,7,"{'Overall': '7', 'Story': '6', 'Animation': '7', 'Sound': '7', 'Character': '7', 'Enjoyment': '8'}"
294345,Ankithadam,16049,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '8', 'Character': '7', 'Enjoyment': '6'}"
172735,Matrix1337,16049,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}"
282953,OVERPOWERED99,16049,9,"{'Overall': '9', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
120493,ksyndrome,16049,6,"{'Overall': '6', 'Story': '5', 'Animation': '7', 'Sound': '7', 'Character': '5', 'Enjoyment': '6'}"
163641,Playbahnosh,16049,9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '8', 'Character': '9', 'Enjoyment': '9'}"
114685,Chacattack,16049,9,"{'Overall': '9', 'Story': '10', 'Animation': '9', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}"
187122,Micsupreeme,16049,8,"{'Overall': '8', 'Story': '9', 'Animation': '10', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}"
114759,ZeroReq011,16049,8,"{'Overall': '8', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
190422,jc9622,16049,9,"{'Overall': '9', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}"
315702,71,16049,10,"{'Overall': '10', 'Story': '8', 'Animation': '9', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
114747,ChargedCoin,16049,9,"{'Overall': '9', 'Story': '9', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '9'}"
106627,LoanRanger,16049,10,"{'Overall': '10', 'Story': '10', 'Animation': '8', 'Sound': '8', 'Character': '9', 'Enjoyment': '10'}"
98969,M1chieru,16049,7,"{'Overall': '7', 'Story': '7', 'Animation': '9', 'Sound': '8', 'Character': '7', 'Enjoyment': '7'}"
115057,Selsica,16049,8,"{'Overall': '8', 'Story': '0', 'Animation': '0', 'Sound': '0', 'Character': '0', 'Enjoyment': '0'}"
168743,DreamingLily,16049,8,"{'Overall': '8', 'Story': '7', 'Animation': '9', 'Sound': '8', 'Character': '7', 'Enjoyment': '8'}"
114849,Spagglespook,16049,5,"{'Overall': '5', 'Story': '5', 'Animation': '8', 'Sound': '7', 'Character': '6', 'Enjoyment': '5'}"
114571,Stark700,16049,7,"{'Overall': '7', 'Story': '6', 'Animation': '7', 'Sound': '7', 'Character': '8', 'Enjoyment': '7'}"
114839,Loki0830,16049,9,"{'Overall': '9', 'Story': '8', 'Animation': '10', 'Sound': '10', 'Character': '8', 'Enjoyment': '8'}"
223534,Vaenny,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}"
217422,ndsempai,28725,7,"{'Overall': '7', 'Story': '5', 'Animation': '9', 'Sound': '7', 'Character': '5', 'Enjoyment': '8'}"
216864,xkajl,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
234339,yukinoshita1221,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '7', 'Character': '8', 'Enjoyment': '5'}"
215026,Jiharo,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}"
215218,xFatty,28725,10,"{'Overall': '10', 'Story': '10', 'Animation': '9', 'Sound': '10', 'Character': '9', 'Enjoyment': '10'}"
316228,Ashleene,28725,7,"{'Overall': '7', 'Story': '7', 'Animation': '8', 'Sound': '9', 'Character': '8', 'Enjoyment': '7'}"
258938,Lord_Enzo,28725,9,"{'Overall': '9', 'Story': '9', 'Animation': '8', 'Sound': '8', 'Character': '10', 'Enjoyment': '9'}"
260904,aLooser,28725,7,"{'Overall': '7', 'Story': '5', 'Animation': '8', 'Sound': '9', 'Character': '6', 'Enjoyment': '6'}"
243112,SCSabre,28725,7,"{'Overall': '7', 'Story': '7', 'Animation': '7', 'Sound': '9', 'Character': '6', 'Enjoyment': '7'}"
270067,Greedy_Patriot,28725,6,"{'Overall': '6', 'Story': '2', 'Animation': '7', 'Sound': '3', 'Character': '3', 'Enjoyment': '3'}"
217571,napcat_,28725,5,"{'Overall': '5', 'Story': '5', 'Animation': '7', 'Sound': '8', 'Character': '3', 'Enjoyment': '6'}"
202693,EvilByte,28725,7,"{'Overall': '7', 'Story': '6', 'Animation': '8', 'Sound': '8', 'Character': '6', 'Enjoyment': '8'}"
215350,Flare77,28725,7,"{'Overall': '7', 'Story': '6', 'Animation': '3', 'Sound': '8', 'Character': '7', 'Enjoyment': '8'}"
214975,marsthedandelion,28725,8,"{'Overall': '8', 'Story': '8', 'Animation': '7', 'Sound': '10', 'Character': '8', 'Enjoyment': '8'}"
